Puzzle,#Runs,Fraction
1:1:2014-1:11,72,0.999408
1:1:2014-1:11,73,0.998768
1:1:2014-1:11,74,0.998371
1:1:2014-1:11,75,0.997765
1:1:2014-1:11,76,0.996735
1:1:2014-1:11,77,0.996011
1:1:2014-1:11,78,0.998545
1:1:2014-1:11,79,1.00009
1:1:2014-1:11,80,1.00075
1:1:2014-1:11,81,0.999776
1:1:2014-1:11,82,0.999414
1:1:2014-1:11,83,0.998876
1:1:2014-1:11,84,0.998500
1:1:2014-1:11,85,0.998559
1:1:2014-1:11,86,0.998050
1:1:2014-1:11,87,0.999113
1:1:2014-1:11,88,1.00069
1:1:2014-1:11,89,0.999806
1:1:2014-1:11,90,1.00155
1:1:2014-1:11,91,1.00149
1:1:2014-1:11,92,1.00207
1:1:2014-1:11,93,1.00103
1:1:2014-1:11,94,1.00137
1:1:2014-1:11,95,1.00101
1:1:2014-1:11,96,1.00159
1:1:2014-1:11,97,1.00099
1:1:2014-1:11,98,1.00044
1:1:2014-1:11,99,1.00010
1:1:2014-1:11,100,1.00000
1:1:2014-1:13,1,1.13199
1:1:2014-1:13,2,1.06331
1:1:2014-1:13,3,1.02763
1:1:2014-1:13,4,1.00161
1:1:2014-1:13,5,1.01206
1:1:2014-1:13,6,1.01568
1:1:2014-1:13,7,1.01879
1:1:2014-1:13,8,0.997271
1:1:2014-1:13,9,1.00161
1:1:2014-1:13,10,0.995197
1:1:2014-1:13,11,0.989612
1:1:2014-1:13,12,1.00383
1:1:2014-1:13,13,1.01907
1:1:2014-1:13,14,1.00618
1:1:2014-1:13,15,1.00545
1:1:2014-1:13,16,1.01010
1:1:2014-1:13,17,1.00566
1:1:2014-1:13,18,0.997173
1:1:2014-1:13,19,1.00525
1:1:2014-1:13,20,1.02624
1:1:2014-1:13,21,1.01788
1:1:2014-1:13,22,1.01521
1:1:2014-1:13,23,1.01754
1:1:2014-1:13,24,1.01079
1:1:2014-1:13,25,1.00767
1:1:2014-1:13,26,1.00183
1:1:2014-1:13,27,0.996729
1:1:2014-1:13,28,1.00288
1:1:2014-1:13,29,1.00142
1:1:2014-1:13,30,1.00514
1:1:2014-1:13,31,1.01126
1:1:2014-1:13,32,1.00585
1:1:2014-1:13,33,1.00280
1:1:2014-1:13,34,1.00660
1:1:2014-1:13,35,1.00203
1:1:2014-1:13,36,0.997818
1:1:2014-1:13,37,0.999148
1:1:2014-1:13,38,0.995626
1:1:2014-1:13,39,1.00184
1:1:2014-1:13,40,0.999261
1:1:2014-1:13,41,1.00546
1:1:2014-1:13,42,1.00361
1:1:2014-1:13,43,1.00534
1:1:2014-1:13,44,1.00451
1:1:2014-1:13,45,1.00114
1:1:2014-1:13,46,1.00951
1:1:2014-1:13,47,1.00593
1:1:2014-1:13,48,1.00650
1:1:2014-1:13,49,1.01032
1:1:2014-1:13,50,1.01466
1:1:2014-1:13,51,1.01186
1:1:2014-1:13,52,1.00857
1:1:2014-1:13,53,1.00753
1:1:2014-1:13,54,1.00501
1:1:2014-1:13,55,1.00625
1:1:2014-1:13,56,1.01034
1:1:2014-1:13,57,1.01052
1:1:2014-1:13,58,1.01354
1:1:2014-1:13,59,1.01384
1:1:2014-1:13,60,1.01108
1:1:2014-1:13,61,1.01254
1:1:2014-1:13,62,1.01027
1:1:2014-1:13,63,1.00851
1:1:2014-1:13,64,1.00606
1:1:2014-1:13,65,1.00377
1:1:2014-1:13,66,1.00130
1:1:2014-1:13,67,1.00142
1:1:2014-1:13,68,0.999063
1:1:2014-1:13,69,1.00156
1:1:2014-1:13,70,1.00538
1:1:2014-1:13,71,1.00316
1:1:2014-1:13,72,1.00091
1:1:2014-1:13,73,1.00175
1:1:2014-1:13,74,0.999890
1:1:2014-1:13,75,1.00497
1:1:2014-1:13,76,1.00585
1:1:2014-1:13,77,1.01089
1:1:2014-1:13,78,1.01120
1:1:2014-1:13,79,1.01425
1:1:2014-1:13,80,1.01223
1:1:2014-1:13,81,1.01280
1:1:2014-1:13,82,1.01261
1:1:2014-1:13,83,1.01066
1:1:2014-1:13,84,1.00922
1:1:2014-1:13,85,1.00988
1:1:2014-1:13,86,1.00808
1:1:2014-1:13,87,1.00620
1:1:2014-1:13,88,1.00634
1:1:2014-1:13,89,1.00513
1:1:2014-1:13,90,1.00431
1:1:2014-1:13,91,1.00237
1:1:2014-1:13,92,1.00474
1:1:2014-1:13,93,1.00360
1:1:2014-1:13,94,1.00194
1:1:2014-1:13,95,1.00102
1:1:2014-1:13,96,1.00181
1:1:2014-1:13,97,1.00023
1:1:2014-1:13,98,0.999308
1:1:2014-1:13,99,0.999485
1:1:2014-1:13,100,1.00000
1:1:2014-1:15,1,0.853469
1:1:2014-1:15,2,0.876569
1:1:2014-1:15,3,0.996889
1:1:2014-1:15,4,0.977353
1:1:2014-1:15,5,1.04123
1:1:2014-1:15,6,1.00859
1:1:2014-1:15,7,0.961668
1:1:2014-1:15,8,0.959067
1:1:2014-1:15,9,0.948370
1:1:2014-1:15,10,0.968672
1:1:2014-1:15,11,0.971465
1:1:2014-1:15,12,0.961556
1:1:2014-1:15,13,0.954839
1:1:2014-1:15,14,0.935102
1:1:2014-1:15,15,0.938293
1:1:2014-1:15,16,0.945936
1:1:2014-1:15,17,0.954293
1:1:2014-1:15,18,0.939312
1:1:2014-1:15,19,0.936512
1:1:2014-1:15,20,0.943222
1:1:2014-1:15,21,0.944123
1:1:2014-1:15,22,0.934174
1:1:2014-1:15,23,0.938711
1:1:2014-1:15,24,0.940414
1:1:2014-1:15,25,0.946004
1:1:2014-1:15,26,0.962230
1:1:2014-1:15,27,0.968416
1:1:2014-1:15,28,0.961216
1:1:2014-1:15,29,0.964095
1:1:2014-1:15,30,0.971781
1:1:2014-1:15,31,0.975557
1:1:2014-1:15,32,0.975664
1:1:2014-1:15,33,0.975302
1:1:2014-1:15,34,0.966753
1:1:2014-1:15,35,0.977828
1:1:2014-1:15,36,0.978004
1:1:2014-1:15,37,0.984248
1:1:2014-1:15,38,0.986895
1:1:2014-1:15,39,0.988633
1:1:2014-1:15,40,0.992892
1:1:2014-1:15,41,0.993001
1:1:2014-1:15,42,0.990702
1:1:2014-1:15,43,0.988240
1:1:2014-1:15,44,0.981200
1:1:2014-1:15,45,0.983605
1:1:2014-1:15,46,0.981616
1:1:2014-1:15,47,0.985174
1:1:2014-1:15,48,0.983282
1:1:2014-1:15,49,0.986988
1:1:2014-1:15,50,0.985474
1:1:2014-1:15,51,0.987164
1:1:2014-1:15,52,0.985389
1:1:2014-1:15,53,0.985285
1:1:2014-1:15,54,0.979634
1:1:2014-1:15,55,0.982577
1:1:2014-1:15,56,0.978724
1:1:2014-1:15,57,0.977696
1:1:2014-1:15,58,0.979575
1:1:2014-1:15,59,0.978663
1:1:2014-1:15,60,0.973688
1:1:2014-1:15,61,0.974179
1:1:2014-1:15,62,0.977956
1:1:2014-1:15,63,0.976460
1:1:2014-1:15,64,0.975280
1:1:2014-1:15,65,0.981072
1:1:2014-1:15,66,0.980116
1:1:2014-1:15,67,0.984890
1:1:2014-1:15,68,0.988705
1:1:2014-1:15,69,0.986904
1:1:2014-1:15,70,0.990261
1:1:2014-1:15,71,0.995327
1:1:2014-1:15,72,0.994607
1:1:2014-1:15,73,0.994729
1:1:2014-1:15,74,0.993593
1:1:2014-1:15,75,0.994572
1:1:2014-1:15,76,0.991818
1:1:2014-1:15,77,0.991189
1:1:2014-1:15,78,0.992783
1:1:2014-1:15,79,0.991995
1:1:2014-1:15,80,0.993653
1:1:2014-1:15,81,0.995770
1:1:2014-1:15,82,0.994689
1:1:2014-1:15,83,0.995959
1:1:2014-1:15,84,0.998335
1:1:2014-1:15,85,0.994578
1:1:2014-1:15,86,0.990651
1:1:2014-1:15,87,0.993963
1:1:2014-1:15,88,0.993506
1:1:2014-1:15,89,0.994626
1:1:2014-1:15,90,0.994615
1:1:2014-1:15,91,0.994323
1:1:2014-1:15,92,0.996014
1:1:2014-1:15,93,0.997400
1:1:2014-1:15,94,1.00105
1:1:2014-1:15,95,1.00701
1:1:2014-1:15,96,1.00574
1:1:2014-1:15,97,1.00479
1:1:2014-1:15,98,1.00627
1:1:2014-1:15,99,1.00284
1:1:2014-1:15,100,1.00000
1:1:2014-1:16,1,1.14627
1:1:2014-1:16,2,1.25737
1:1:2014-1:16,3,1.06545
1:1:2014-1:16,4,1.11313
1:1:2014-1:16,5,1.02757
1:1:2014-1:16,6,1.09167
1:1:2014-1:16,7,1.05067
1:1:2014-1:16,8,1.01018
1:1:2014-1:16,9,1.00311
1:1:2014-1:16,10,1.00986
1:1:2014-1:16,11,1.01031
1:1:2014-1:16,12,1.00107
1:1:2014-1:16,13,0.995195
1:1:2014-1:16,14,0.990272
1:1:2014-1:16,15,0.992250
1:1:2014-1:16,16,0.978266
1:1:2014-1:16,17,0.961043
1:1:2014-1:16,18,0.969548
1:1:2014-1:16,19,0.954597
1:1:2014-1:16,20,0.956495
1:1:2014-1:16,21,0.953338
1:1:2014-1:16,22,0.979678
1:1:2014-1:16,23,0.974283
1:1:2014-1:16,24,0.963682
1:1:2014-1:16,25,0.952278
1:1:2014-1:16,26,0.945831
1:1:2014-1:16,27,0.941763
1:1:2014-1:16,28,0.950108
1:1:2014-1:16,29,0.944089
1:1:2014-1:16,30,0.946475
1:1:2014-1:16,31,0.937670
1:1:2014-1:16,32,0.938851
1:1:2014-1:16,33,0.930963
1:1:2014-1:16,34,0.926732
1:1:2014-1:16,35,0.942143
1:1:2014-1:16,36,0.936160
1:1:2014-1:16,37,0.940148
1:1:2014-1:16,38,0.933252
1:1:2014-1:16,39,0.928304
1:1:2014-1:16,40,0.930013
1:1:2014-1:16,41,0.934552
1:1:2014-1:16,42,0.932102
1:1:2014-1:16,43,0.950500
1:1:2014-1:16,44,0.944474
1:1:2014-1:16,45,0.946767
1:1:2014-1:16,46,0.952349
1:1:2014-1:16,47,0.949240
1:1:2014-1:16,48,0.954715
1:1:2014-1:16,49,0.954529
1:1:2014-1:16,50,0.958753
1:1:2014-1:16,51,0.957678
1:1:2014-1:16,52,0.953149
1:1:2014-1:16,53,0.952602
1:1:2014-1:16,54,0.959438
1:1:2014-1:16,55,0.956698
1:1:2014-1:16,56,0.955023
1:1:2014-1:16,57,0.954034
1:1:2014-1:16,58,0.957512
1:1:2014-1:16,59,0.958582
1:1:2014-1:16,60,0.957135
1:1:2014-1:16,61,0.958442
1:1:2014-1:16,62,0.959925
1:1:2014-1:16,63,0.962226
1:1:2014-1:16,64,0.964393
1:1:2014-1:16,65,0.973987
1:1:2014-1:16,66,0.970083
1:1:2014-1:16,67,0.972421
1:1:2014-1:16,68,0.967805
1:1:2014-1:16,69,0.969541
1:1:2014-1:16,70,0.968919
1:1:2014-1:16,71,0.966809
1:1:2014-1:16,72,0.970815
1:1:2014-1:16,73,0.974374
1:1:2014-1:16,74,0.976266
1:1:2014-1:16,75,0.972386
1:1:2014-1:16,76,0.979376
1:1:2014-1:16,77,0.977884
1:1:2014-1:16,78,0.975866
1:1:2014-1:16,79,0.972119
1:1:2014-1:16,80,0.972303
1:1:2014-1:16,81,0.973965
1:1:2014-1:16,82,0.976134
1:1:2014-1:16,83,0.977846
1:1:2014-1:16,84,0.977466
1:1:2014-1:16,85,0.984589
1:1:2014-1:16,86,0.988912
1:1:2014-1:16,87,0.986478
1:1:2014-1:16,88,0.989357
1:1:2014-1:16,89,0.989300
1:1:2014-1:16,90,0.985847
1:1:2014-1:16,91,0.988559
1:1:2014-1:16,92,0.989533
1:1:2014-1:16,93,0.989095
1:1:2014-1:16,94,0.985863
1:1:2014-1:16,95,0.985351
1:1:2014-1:16,96,0.991152
1:1:2014-1:16,97,0.995725
1:1:2014-1:16,98,0.996576
1:1:2014-1:16,99,0.998634
1:1:2014-1:16,100,1.00000
1:1:2014-1:17,1,1.20822
1:1:2014-1:17,2,0.988774
1:1:2014-1:17,3,0.991308
1:1:2014-1:17,4,1.07527
1:1:2014-1:17,5,1.14278
1:1:2014-1:17,6,1.13004
1:1:2014-1:17,7,1.08813
1:1:2014-1:17,8,1.03466
1:1:2014-1:17,9,1.01930
1:1:2014-1:17,10,1.00544
1:1:2014-1:17,11,1.00943
1:1:2014-1:17,12,0.992054
1:1:2014-1:17,13,0.983103
1:1:2014-1:17,14,0.992751
1:1:2014-1:17,15,0.992430
1:1:2014-1:17,16,1.00249
1:1:2014-1:17,17,1.00321
1:1:2014-1:17,18,0.995557
1:1:2014-1:17,19,0.995632
1:1:2014-1:17,20,0.998288
1:1:2014-1:17,21,1.00678
1:1:2014-1:17,22,1.01357
1:1:2014-1:17,23,1.01958
1:1:2014-1:17,24,1.01758
1:1:2014-1:17,25,1.01100
1:1:2014-1:17,26,1.00139
1:1:2014-1:17,27,0.990908
1:1:2014-1:17,28,0.979138
1:1:2014-1:17,29,0.975836
1:1:2014-1:17,30,0.971923
1:1:2014-1:17,31,0.980624
1:1:2014-1:17,32,0.980902
1:1:2014-1:17,33,0.980482
1:1:2014-1:17,34,0.981269
1:1:2014-1:17,35,0.983161
1:1:2014-1:17,36,0.981970
1:1:2014-1:17,37,0.985043
1:1:2014-1:17,38,0.982234
1:1:2014-1:17,39,0.976729
1:1:2014-1:17,40,0.975262
1:1:2014-1:17,41,0.975457
1:1:2014-1:17,42,0.971468
1:1:2014-1:17,43,0.968073
1:1:2014-1:17,44,0.962972
1:1:2014-1:17,45,0.960406
1:1:2014-1:17,46,0.958537
1:1:2014-1:17,47,0.959768
1:1:2014-1:17,48,0.958355
1:1:2014-1:17,49,0.955497
1:1:2014-1:17,50,0.958596
1:1:2014-1:17,51,0.959669
1:1:2014-1:17,52,0.956856
1:1:2014-1:17,53,0.957477
1:1:2014-1:17,54,0.959707
1:1:2014-1:17,55,0.969038
1:1:2014-1:17,56,0.972472
1:1:2014-1:17,57,0.974696
1:1:2014-1:17,58,0.975254
1:1:2014-1:17,59,0.973113
1:1:2014-1:17,60,0.979312
1:1:2014-1:17,61,0.980359
1:1:2014-1:17,62,0.979921
1:1:2014-1:17,63,0.979212
1:1:2014-1:17,64,0.977062
1:1:2014-1:17,65,0.975822
1:1:2014-1:17,66,0.979857
1:1:2014-1:17,67,0.978899
1:1:2014-1:17,68,0.976852
1:1:2014-1:17,69,0.977558
1:1:2014-1:17,70,0.980873
1:1:2014-1:17,71,0.979996
1:1:2014-1:17,72,0.980154
1:1:2014-1:17,73,0.979177
1:1:2014-1:17,74,0.978923
1:1:2014-1:17,75,0.977940
1:1:2014-1:17,76,0.979992
1:1:2014-1:17,77,0.978686
1:1:2014-1:17,78,0.981483
1:1:2014-1:17,79,0.979319
1:1:2014-1:17,80,0.981447
1:1:2014-1:17,81,0.979083
1:1:2014-1:17,82,0.976461
1:1:2014-1:17,83,0.973349
1:1:2014-1:17,84,0.972987
1:1:2014-1:17,85,0.974898
1:1:2014-1:17,86,0.976079
1:1:2014-1:17,87,0.977630
1:1:2014-1:17,88,0.979844
1:1:2014-1:17,89,0.984408
1:1:2014-1:17,90,0.985477
1:1:2014-1:17,91,0.988507
1:1:2014-1:17,92,0.989986
1:1:2014-1:17,93,0.991701
1:1:2014-1:17,94,0.995834
1:1:2014-1:17,95,0.996714
1:1:2014-1:17,96,0.998090
1:1:2014-1:17,97,0.998453
1:1:2014-1:17,98,0.997155
1:1:2014-1:17,99,0.996575
1:1:2014-1:17,100,1.00000
1:1:2014-1:18,1,0.504024
1:1:2014-1:18,2,1.00774
1:1:2014-1:18,3,0.854528
1:1:2014-1:18,4,0.897391
1:1:2014-1:18,5,0.931405
1:1:2014-1:18,6,0.989992
1:1:2014-1:18,7,0.979563
1:1:2014-1:18,8,1.01376
1:1:2014-1:18,9,1.02981
1:1:2014-1:18,10,1.04611
1:1:2014-1:18,11,1.02875
1:1:2014-1:18,12,1.07020
1:1:2014-1:18,13,1.05693
1:1:2014-1:18,14,1.02407
1:1:2014-1:18,15,1.05828
1:1:2014-1:18,16,1.03944
1:1:2014-1:18,17,1.03888
1:1:2014-1:18,18,1.03713
1:1:2014-1:18,19,1.02407
1:1:2014-1:18,20,1.01303
1:1:2014-1:18,21,1.01755
1:1:2014-1:18,22,1.02095
1:1:2014-1:18,23,1.03295
1:1:2014-1:18,24,1.02072
1:1:2014-1:18,25,1.00236
1:1:2014-1:18,26,0.999388
1:1:2014-1:18,27,0.997694
1:1:2014-1:18,28,0.997168
1:1:2014-1:18,29,1.00444
1:1:2014-1:18,30,1.00202
1:1:2014-1:18,31,1.00125
1:1:2014-1:18,32,0.992710
1:1:2014-1:18,33,0.993563
1:1:2014-1:18,34,1.00338
1:1:2014-1:18,35,1.00305
1:1:2014-1:18,36,1.01156
1:1:2014-1:18,37,0.999257
1:1:2014-1:18,38,0.984810
1:1:2014-1:18,39,0.987094
1:1:2014-1:18,40,0.985682
1:1:2014-1:18,41,0.988609
1:1:2014-1:18,42,1.00019
1:1:2014-1:18,43,0.995201
1:1:2014-1:18,44,0.990365
1:1:2014-1:18,45,0.986417
1:1:2014-1:18,46,0.990080
1:1:2014-1:18,47,1.00004
1:1:2014-1:18,48,0.999266
1:1:2014-1:18,49,0.995836
1:1:2014-1:18,50,0.990278
1:1:2014-1:18,51,0.986885
1:1:2014-1:18,52,0.985439
1:1:2014-1:18,53,0.987050
1:1:2014-1:18,54,0.982892
1:1:2014-1:18,55,0.975638
1:1:2014-1:18,56,0.975826
1:1:2014-1:18,57,0.982904
1:1:2014-1:18,58,0.983366
1:1:2014-1:18,59,0.999917
1:1:2014-1:18,60,0.998087
1:1:2014-1:18,61,0.998833
1:1:2014-1:18,62,0.990786
1:1:2014-1:18,63,0.995369
1:1:2014-1:18,64,0.988934
1:1:2014-1:18,65,0.985641
1:1:2014-1:18,66,0.991408
1:1:2014-1:18,67,0.991026
1:1:2014-1:18,68,0.987455
1:1:2014-1:18,69,0.985685
1:1:2014-1:18,70,0.983628
1:1:2014-1:18,71,0.985915
1:1:2014-1:18,72,0.983478
1:1:2014-1:18,73,0.982979
1:1:2014-1:18,74,0.987985
1:1:2014-1:18,75,0.985100
1:1:2014-1:18,76,0.989840
1:1:2014-1:18,77,0.984748
1:1:2014-1:18,78,0.991618
1:1:2014-1:18,79,0.992811
1:1:2014-1:18,80,1.00286
1:1:2014-1:18,81,0.997643
1:1:2014-1:18,82,0.999252
1:1:2014-1:18,83,0.999637
1:1:2014-1:18,84,0.997248
1:1:2014-1:18,85,1.00012
1:1:2014-1:18,86,1.00184
1:1:2014-1:18,87,0.998865
1:1:2014-1:18,88,1.00387
1:1:2014-1:18,89,1.00818
1:1:2014-1:18,90,1.00442
1:1:2014-1:18,91,1.00220
1:1:2014-1:18,92,1.00711
1:1:2014-1:18,93,1.00392
1:1:2014-1:18,94,1.00467
1:1:2014-1:18,95,1.00176
1:1:2014-1:18,96,1.00596
1:1:2014-1:18,97,1.00349
1:1:2014-1:18,98,1.00515
1:1:2014-1:18,99,1.00353
1:1:2014-1:18,100,1.00000
1:1:2014-1:19,1,0.882339
1:1:2014-1:19,2,0.998587
1:1:2014-1:19,3,1.00712
1:1:2014-1:19,4,0.976907
1:1:2014-1:19,5,0.995021
1:1:2014-1:19,6,1.00531
1:1:2014-1:19,7,1.01247
1:1:2014-1:19,8,1.00019
1:1:2014-1:19,9,0.990939
1:1:2014-1:19,10,0.982342
1:1:2014-1:19,11,0.976456
1:1:2014-1:19,12,0.988153
1:1:2014-1:19,13,0.984479
1:1:2014-1:19,14,0.991196
1:1:2014-1:19,15,0.997058
1:1:2014-1:19,16,0.992420
1:1:2014-1:19,17,0.988327
1:1:2014-1:19,18,0.991952
1:1:2014-1:19,19,0.988038
1:1:2014-1:19,20,0.997196
1:1:2014-1:19,21,0.993300
1:1:2014-1:19,22,0.996096
1:1:2014-1:19,23,0.994380
1:1:2014-1:19,24,0.998740
1:1:2014-1:19,25,1.00173
1:1:2014-1:19,26,1.00930
1:1:2014-1:19,27,1.00590
1:1:2014-1:19,28,1.00217
1:1:2014-1:19,29,1.00034
1:1:2014-1:19,30,0.998600
1:1:2014-1:19,31,1.00053
1:1:2014-1:19,32,0.998951
1:1:2014-1:19,33,0.996645
1:1:2014-1:19,34,0.998336
1:1:2014-1:19,35,0.996586
1:1:2014-1:19,36,0.994184
1:1:2014-1:19,37,0.991161
1:1:2014-1:19,38,0.997865
1:1:2014-1:19,39,0.995670
1:1:2014-1:19,40,0.999567
1:1:2014-1:19,41,1.00131
1:1:2014-1:19,42,0.998575
1:1:2014-1:19,43,0.996607
1:1:2014-1:19,44,0.994341
1:1:2014-1:19,45,0.993503
1:1:2014-1:19,46,0.997821
1:1:2014-1:19,47,0.995897
1:1:2014-1:19,48,0.994318
1:1:2014-1:19,49,0.996221
1:1:2014-1:19,50,0.997163
1:1:2014-1:19,51,0.996481
1:1:2014-1:19,52,0.995828
1:1:2014-1:19,53,0.994408
1:1:2014-1:19,54,0.994802
1:1:2014-1:19,55,0.995795
1:1:2014-1:19,56,0.998884
1:1:2014-1:19,57,1.00010
1:1:2014-1:19,58,1.00158
1:1:2014-1:19,59,0.999990
1:1:2014-1:19,60,0.998095
1:1:2014-1:19,61,0.998911
1:1:2014-1:19,62,0.997684
1:1:2014-1:19,63,0.996413
1:1:2014-1:19,64,0.994927
1:1:2014-1:19,65,0.995580
1:1:2014-1:19,66,0.996764
1:1:2014-1:19,67,0.998462
1:1:2014-1:19,68,0.999383
1:1:2014-1:19,69,0.997744
1:1:2014-1:19,70,0.998776
1:1:2014-1:19,71,1.00097
1:1:2014-1:19,72,1.00041
1:1:2014-1:19,73,1.00056
1:1:2014-1:19,74,0.999161
1:1:2014-1:19,75,0.998044
1:1:2014-1:19,76,0.997666
1:1:2014-1:19,77,0.996668
1:1:2014-1:19,78,0.995559
1:1:2014-1:19,79,0.994846
1:1:2014-1:19,80,0.995490
1:1:2014-1:19,81,0.994141
1:1:2014-1:19,82,0.993847
1:1:2014-1:19,83,0.995972
1:1:2014-1:19,84,0.995514
1:1:2014-1:19,85,0.996453
1:1:2014-1:19,86,0.998931
1:1:2014-1:19,87,1.00042
1:1:2014-1:19,88,0.999944
1:1:2014-1:19,89,0.999037
1:1:2014-1:19,90,1.00044
1:1:2014-1:19,91,0.999779
1:1:2014-1:19,92,1.00120
1:1:2014-1:19,93,1.00140
1:1:2014-1:19,94,1.00429
1:1:2014-1:19,95,1.00300
1:1:2014-1:19,96,1.00194
1:1:2014-1:19,97,1.00150
1:1:2014-1:19,98,1.00061
1:1:2014-1:19,99,1.00119
1:1:2014-1:19,100,1.00000
1:1:2014-1:20,1,0.938621
1:1:2014-1:20,2,1.08423
1:1:2014-1:20,3,0.967390
1:1:2014-1:20,4,1.08492
1:1:2014-1:20,5,1.08295
1:1:2014-1:20,6,1.05932
1:1:2014-1:20,7,1.10262
1:1:2014-1:20,8,1.12402
1:1:2014-1:20,9,1.07857
1:1:2014-1:20,10,1.08144
1:1:2014-1:20,11,1.12223
1:1:2014-1:20,12,1.07166
1:1:2014-1:20,13,1.12582
1:1:2014-1:20,14,1.10692
1:1:2014-1:20,15,1.06728
1:1:2014-1:20,16,1.07379
1:1:2014-1:20,17,1.04956
1:1:2014-1:20,18,1.06377
1:1:2014-1:20,19,1.06705
1:1:2014-1:20,20,1.05519
1:1:2014-1:20,21,1.06695
1:1:2014-1:20,22,1.04319
1:1:2014-1:20,23,1.03225
1:1:2014-1:20,24,1.02209
1:1:2014-1:20,25,1.05550
1:1:2014-1:20,26,1.05691
1:1:2014-1:20,27,1.03325
1:1:2014-1:20,28,1.02135
1:1:2014-1:20,29,1.04155
1:1:2014-1:20,30,1.03688
1:1:2014-1:20,31,1.05129
1:1:2014-1:20,32,1.04586
1:1:2014-1:20,33,1.04471
1:1:2014-1:20,34,1.05050
1:1:2014-1:20,35,1.04053
1:1:2014-1:20,36,1.04108
1:1:2014-1:20,37,1.03199
1:1:2014-1:20,38,1.02403
1:1:2014-1:20,39,1.02920
1:1:2014-1:20,40,1.02472
1:1:2014-1:20,41,1.03733
1:1:2014-1:20,42,1.04453
1:1:2014-1:20,43,1.04907
1:1:2014-1:20,44,1.04882
1:1:2014-1:20,45,1.05069
1:1:2014-1:20,46,1.03884
1:1:2014-1:20,47,1.04448
1:1:2014-1:20,48,1.04181
1:1:2014-1:20,49,1.03821
1:1:2014-1:20,50,1.02925
1:1:2014-1:20,51,1.03803
1:1:2014-1:20,52,1.03241
1:1:2014-1:20,53,1.02269
1:1:2014-1:20,54,1.02740
1:1:2014-1:20,55,1.01482
1:1:2014-1:20,56,1.02054
1:1:2014-1:20,57,1.01668
1:1:2014-1:20,58,1.01839
1:1:2014-1:20,59,1.01756
1:1:2014-1:20,60,1.01513
1:1:2014-1:20,61,1.01288
1:1:2014-1:20,62,1.01436
1:1:2014-1:20,63,1.01638
1:1:2014-1:20,64,1.01482
1:1:2014-1:20,65,1.00586
1:1:2014-1:20,66,1.00348
1:1:2014-1:20,67,0.996242
1:1:2014-1:20,68,0.990916
1:1:2014-1:20,69,0.982537
1:1:2014-1:20,70,0.975738
1:1:2014-1:20,71,0.969628
1:1:2014-1:20,72,0.970176
1:1:2014-1:20,73,0.966748
1:1:2014-1:20,74,0.969544
1:1:2014-1:20,75,0.969357
1:1:2014-1:20,76,0.971306
1:1:2014-1:20,77,0.973499
1:1:2014-1:20,78,0.971622
1:1:2014-1:20,79,0.972618
1:1:2014-1:20,80,0.967647
1:1:2014-1:20,81,0.965080
1:1:2014-1:20,82,0.962457
1:1:2014-1:20,83,0.964277
1:1:2014-1:20,84,0.964545
1:1:2014-1:20,85,0.959556
1:1:2014-1:20,86,0.968046
1:1:2014-1:20,87,0.966518
1:1:2014-1:20,88,0.968868
1:1:2014-1:20,89,0.979852
1:1:2014-1:20,90,0.981117
1:1:2014-1:20,91,0.982364
1:1:2014-1:20,92,0.978887
1:1:2014-1:20,93,0.980233
1:1:2014-1:20,94,0.989004
1:1:2014-1:20,95,0.987513
1:1:2014-1:20,96,0.988975
1:1:2014-1:20,97,0.990814
1:1:2014-1:20,98,0.998888
1:1:2014-1:20,99,0.998836
1:1:2014-1:20,100,1.00000
1:1:2014-1:21,1,1.08112
1:1:2014-1:21,2,0.968482
1:1:2014-1:21,3,0.946243
1:1:2014-1:21,4,0.899286
1:1:2014-1:21,5,1.03807
1:1:2014-1:21,6,1.08991
1:1:2014-1:21,7,1.05188
1:1:2014-1:21,8,1.02336
1:1:2014-1:21,9,1.01758
1:1:2014-1:21,10,1.02160
1:1:2014-1:21,11,1.02566
1:1:2014-1:21,12,1.04287
1:1:2014-1:21,13,1.02808
1:1:2014-1:21,14,1.03805
1:1:2014-1:21,15,1.06640
1:1:2014-1:21,16,1.05460
1:1:2014-1:21,17,1.03461
1:1:2014-1:21,18,1.01987
1:1:2014-1:21,19,1.03617
1:1:2014-1:21,20,1.02397
1:1:2014-1:21,21,1.03763
1:1:2014-1:21,22,1.02494
1:1:2014-1:21,23,1.02216
1:1:2014-1:21,24,1.02012
1:1:2014-1:21,25,1.00856
1:1:2014-1:21,26,1.00268
1:1:2014-1:21,27,1.00407
1:1:2014-1:21,28,0.997269
1:1:2014-1:21,29,0.991284
1:1:2014-1:21,30,0.982062
1:1:2014-1:21,31,0.980731
1:1:2014-1:21,32,0.977998
1:1:2014-1:21,33,0.977429
1:1:2014-1:21,34,0.979289
1:1:2014-1:21,35,0.974190
1:1:2014-1:21,36,0.969229
1:1:2014-1:21,37,0.974716
1:1:2014-1:21,38,0.980842
1:1:2014-1:21,39,0.983552
1:1:2014-1:21,40,0.986173
1:1:2014-1:21,41,0.984940
1:1:2014-1:21,42,0.986175
1:1:2014-1:21,43,0.999497
1:1:2014-1:21,44,1.00527
1:1:2014-1:21,45,1.00385
1:1:2014-1:21,46,1.00102
1:1:2014-1:21,47,1.00174
