Puzzle,#Runs,Fraction
1:1:2014-1:100,38,0.980764
1:1:2014-1:100,39,0.982435
1:1:2014-1:100,40,0.986916
1:1:2014-1:100,41,0.986745
1:1:2014-1:100,42,0.995527
1:1:2014-1:100,43,1.00408
1:1:2014-1:100,44,1.00797
1:1:2014-1:100,45,1.00978
1:1:2014-1:100,46,1.01176
1:1:2014-1:100,47,1.02343
1:1:2014-1:100,48,1.02117
1:1:2014-1:100,49,1.02630
1:1:2014-1:100,50,1.02228
1:1:2014-1:100,51,1.03208
1:1:2014-1:100,52,1.02568
1:1:2014-1:100,53,1.02491
1:1:2014-1:100,54,1.02156
1:1:2014-1:100,55,1.01696
1:1:2014-1:100,56,1.01350
1:1:2014-1:100,57,1.01316
1:1:2014-1:100,58,1.01238
1:1:2014-1:100,59,1.01596
1:1:2014-1:100,60,1.01099
1:1:2014-1:100,61,1.00592
1:1:2014-1:100,62,1.00176
1:1:2014-1:100,63,1.00308
1:1:2014-1:100,64,1.00365
1:1:2014-1:100,65,1.00120
1:1:2014-1:100,66,0.997229
1:1:2014-1:100,67,0.995459
1:1:2014-1:100,68,0.997497
1:1:2014-1:100,69,0.993962
1:1:2014-1:100,70,0.997442
1:1:2014-1:100,71,0.995655
1:1:2014-1:100,72,0.997353
1:1:2014-1:100,73,0.998351
1:1:2014-1:100,74,0.996668
1:1:2014-1:100,75,0.998908
1:1:2014-1:100,76,0.997211
1:1:2014-1:100,77,1.00058
1:1:2014-1:100,78,1.00652
1:1:2014-1:100,79,1.00377
1:1:2014-1:100,80,1.00398
1:1:2014-1:100,81,1.00025
1:1:2014-1:100,82,0.996936
1:1:2014-1:100,83,0.995226
1:1:2014-1:100,84,0.996281
1:1:2014-1:100,85,0.996055
1:1:2014-1:100,86,0.993958
1:1:2014-1:100,87,0.992892
1:1:2014-1:100,88,0.990291
1:1:2014-1:100,89,0.988622
1:1:2014-1:100,90,0.988957
1:1:2014-1:100,91,0.989389
1:1:2014-1:100,92,0.992166
1:1:2014-1:100,93,0.992956
1:1:2014-1:100,94,0.992024
1:1:2014-1:100,95,0.997224
1:1:2014-1:100,96,0.999051
1:1:2014-1:100,97,0.996437
1:1:2014-1:100,98,0.997808
1:1:2014-1:100,99,0.998528
1:1:2014-1:100,100,1.00000
1:1:2014-1:102,1,0.916773
1:1:2014-1:102,2,1.15972
1:1:2014-1:102,3,1.07979
1:1:2014-1:102,4,1.10860
1:1:2014-1:102,5,1.06263
1:1:2014-1:102,6,1.04113
1:1:2014-1:102,7,1.05781
1:1:2014-1:102,8,1.07892
1:1:2014-1:102,9,1.05669
1:1:2014-1:102,10,1.04315
1:1:2014-1:102,11,1.02854
1:1:2014-1:102,12,1.01516
1:1:2014-1:102,13,1.04126
1:1:2014-1:102,14,1.05202
1:1:2014-1:102,15,1.04072
1:1:2014-1:102,16,1.02897
1:1:2014-1:102,17,1.03973
1:1:2014-1:102,18,1.03649
1:1:2014-1:102,19,1.03194
1:1:2014-1:102,20,1.02447
1:1:2014-1:102,21,1.01771
1:1:2014-1:102,22,1.00929
1:1:2014-1:102,23,1.01371
1:1:2014-1:102,24,1.00764
1:1:2014-1:102,25,1.00310
1:1:2014-1:102,26,1.00494
1:1:2014-1:102,27,1.01417
1:1:2014-1:102,28,1.00841
1:1:2014-1:102,29,1.01220
1:1:2014-1:102,30,1.00689
1:1:2014-1:102,31,1.00288
1:1:2014-1:102,32,1.01257
1:1:2014-1:102,33,1.00977
1:1:2014-1:102,34,1.01383
1:1:2014-1:102,35,1.01169
1:1:2014-1:102,36,1.00952
1:1:2014-1:102,37,1.00929
1:1:2014-1:102,38,1.01101
1:1:2014-1:102,39,1.01591
1:1:2014-1:102,40,1.01245
1:1:2014-1:102,41,1.01081
1:1:2014-1:102,42,1.00937
1:1:2014-1:102,43,1.00729
1:1:2014-1:102,44,1.00589
1:1:2014-1:102,45,1.00277
1:1:2014-1:102,46,1.00331
1:1:2014-1:102,47,1.00066
1:1:2014-1:102,48,1.01535
1:1:2014-1:102,49,1.01726
1:1:2014-1:102,50,1.01356
1:1:2014-1:102,51,1.01022
1:1:2014-1:102,52,1.01419
1:1:2014-1:102,53,1.01530
1:1:2014-1:102,54,1.01787
1:1:2014-1:102,55,1.01520
1:1:2014-1:102,56,1.01395
1:1:2014-1:102,57,1.01247
1:1:2014-1:102,58,1.00963
1:1:2014-1:102,59,1.00727
1:1:2014-1:102,60,1.00495
1:1:2014-1:102,61,1.00996
1:1:2014-1:102,62,1.01125
1:1:2014-1:102,63,1.01043
1:1:2014-1:102,64,1.00895
1:1:2014-1:102,65,1.00693
1:1:2014-1:102,66,1.00923
1:1:2014-1:102,67,1.00863
1:1:2014-1:102,68,1.00783
1:1:2014-1:102,69,1.00566
1:1:2014-1:102,70,1.00383
1:1:2014-1:102,71,1.00179
1:1:2014-1:102,72,1.00090
1:1:2014-1:102,73,0.999791
1:1:2014-1:102,74,1.00429
1:1:2014-1:102,75,1.00344
1:1:2014-1:102,76,1.00153
1:1:2014-1:102,77,1.00000
1:1:2014-1:102,78,0.999219
1:1:2014-1:102,79,1.00167
1:1:2014-1:102,80,1.00018
1:1:2014-1:102,81,1.00140
1:1:2014-1:102,82,1.00283
1:1:2014-1:102,83,1.00667
1:1:2014-1:102,84,1.00582
1:1:2014-1:102,85,1.00947
1:1:2014-1:102,86,1.00800
1:1:2014-1:102,87,1.00736
1:1:2014-1:102,88,1.00642
1:1:2014-1:102,89,1.00476
1:1:2014-1:102,90,1.00381
1:1:2014-1:102,91,1.00210
1:1:2014-1:102,92,1.00055
1:1:2014-1:102,93,0.998852
1:1:2014-1:102,94,1.00005
1:1:2014-1:102,95,0.998639
1:1:2014-1:102,96,0.998085
1:1:2014-1:102,97,0.999211
1:1:2014-1:102,98,0.997772
1:1:2014-1:102,99,0.999139
1:1:2014-1:102,100,1.00000
1:1:2014-1:103,1,1.14699
1:1:2014-1:103,2,1.32992
1:1:2014-1:103,3,1.21765
1:1:2014-1:103,4,1.22140
1:1:2014-1:103,5,1.14644
1:1:2014-1:103,6,1.14353
1:1:2014-1:103,7,1.15058
1:1:2014-1:103,8,1.11400
1:1:2014-1:103,9,1.11714
1:1:2014-1:103,10,1.10830
1:1:2014-1:103,11,1.08016
1:1:2014-1:103,12,1.07189
1:1:2014-1:103,13,1.05965
1:1:2014-1:103,14,1.05957
1:1:2014-1:103,15,1.04702
1:1:2014-1:103,16,1.06165
1:1:2014-1:103,17,1.04541
1:1:2014-1:103,18,1.05617
1:1:2014-1:103,19,1.05998
1:1:2014-1:103,20,1.04634
1:1:2014-1:103,21,1.05340
1:1:2014-1:103,22,1.04329
1:1:2014-1:103,23,1.03997
1:1:2014-1:103,24,1.03142
1:1:2014-1:103,25,1.03480
1:1:2014-1:103,26,1.05593
1:1:2014-1:103,27,1.04502
1:1:2014-1:103,28,1.04663
1:1:2014-1:103,29,1.04251
1:1:2014-1:103,30,1.03518
1:1:2014-1:103,31,1.04074
1:1:2014-1:103,32,1.05034
1:1:2014-1:103,33,1.04325
1:1:2014-1:103,34,1.03758
1:1:2014-1:103,35,1.03450
1:1:2014-1:103,36,1.03480
1:1:2014-1:103,37,1.03402
1:1:2014-1:103,38,1.02777
1:1:2014-1:103,39,1.02175
1:1:2014-1:103,40,1.01524
1:1:2014-1:103,41,1.00964
1:1:2014-1:103,42,1.01717
1:1:2014-1:103,43,1.01963
1:1:2014-1:103,44,1.02560
1:1:2014-1:103,45,1.02150
1:1:2014-1:103,46,1.02047
1:1:2014-1:103,47,1.02244
1:1:2014-1:103,48,1.01699
1:1:2014-1:103,49,1.01760
1:1:2014-1:103,50,1.01247
1:1:2014-1:103,51,1.01413
1:1:2014-1:103,52,1.00940
1:1:2014-1:103,53,1.01300
1:1:2014-1:103,54,1.00806
1:1:2014-1:103,55,1.00336
1:1:2014-1:103,56,1.00266
1:1:2014-1:103,57,1.00535
1:1:2014-1:103,58,1.00814
1:1:2014-1:103,59,1.01264
1:1:2014-1:103,60,1.01205
1:1:2014-1:103,61,1.01686
1:1:2014-1:103,62,1.01485
1:1:2014-1:103,63,1.01403
1:1:2014-1:103,64,1.01077
1:1:2014-1:103,65,1.01401
1:1:2014-1:103,66,1.01108
1:1:2014-1:103,67,1.01047
1:1:2014-1:103,68,1.00681
1:1:2014-1:103,69,1.00924
1:1:2014-1:103,70,1.00652
1:1:2014-1:103,71,1.00317
1:1:2014-1:103,72,1.00219
1:1:2014-1:103,73,1.00228
1:1:2014-1:103,74,0.999023
1:1:2014-1:103,75,1.00352
1:1:2014-1:103,76,1.00429
1:1:2014-1:103,77,1.00414
1:1:2014-1:103,78,1.00643
1:1:2014-1:103,79,1.00876
1:1:2014-1:103,80,1.00561
1:1:2014-1:103,81,1.00422
1:1:2014-1:103,82,1.00126
1:1:2014-1:103,83,1.00267
1:1:2014-1:103,84,1.00468
1:1:2014-1:103,85,1.00670
1:1:2014-1:103,86,1.00478
1:1:2014-1:103,87,1.00521
1:1:2014-1:103,88,1.00271
1:1:2014-1:103,89,1.00219
1:1:2014-1:103,90,1.00420
1:1:2014-1:103,91,1.00153
1:1:2014-1:103,92,1.00136
1:1:2014-1:103,93,1.00126
1:1:2014-1:103,94,1.00594
1:1:2014-1:103,95,1.00574
1:1:2014-1:103,96,1.00388
1:1:2014-1:103,97,1.00681
1:1:2014-1:103,98,1.00415
1:1:2014-1:103,99,1.00194
1:1:2014-1:103,100,1.00000
1:1:2014-1:104,1,1.04612
1:1:2014-1:104,2,1.01594
1:1:2014-1:104,3,1.03921
1:1:2014-1:104,4,1.01933
1:1:2014-1:104,5,1.01214
1:1:2014-1:104,6,1.00149
1:1:2014-1:104,7,0.996150
1:1:2014-1:104,8,1.00730
1:1:2014-1:104,9,1.00327
1:1:2014-1:104,10,0.997769
1:1:2014-1:104,11,0.999701
1:1:2014-1:104,12,0.999928
1:1:2014-1:104,13,0.995970
1:1:2014-1:104,14,0.993139
1:1:2014-1:104,15,0.990576
1:1:2014-1:104,16,0.989519
1:1:2014-1:104,17,0.988867
1:1:2014-1:104,18,0.987003
1:1:2014-1:104,19,0.986388
1:1:2014-1:104,20,0.992078
1:1:2014-1:104,21,0.996020
1:1:2014-1:104,22,0.994368
1:1:2014-1:104,23,0.992362
1:1:2014-1:104,24,0.995476
1:1:2014-1:104,25,0.993595
1:1:2014-1:104,26,0.997210
1:1:2014-1:104,27,0.996225
1:1:2014-1:104,28,0.994519
1:1:2014-1:104,29,0.997946
1:1:2014-1:104,30,0.996645
1:1:2014-1:104,31,0.995940
1:1:2014-1:104,32,0.996459
1:1:2014-1:104,33,0.998582
1:1:2014-1:104,34,1.00096
1:1:2014-1:104,35,1.00370
1:1:2014-1:104,36,1.00561
1:1:2014-1:104,37,1.00437
1:1:2014-1:104,38,1.00260
1:1:2014-1:104,39,1.00125
1:1:2014-1:104,40,1.00280
1:1:2014-1:104,41,1.00167
1:1:2014-1:104,42,1.00040
1:1:2014-1:104,43,0.999897
1:1:2014-1:104,44,0.998884
1:1:2014-1:104,45,1.00071
1:1:2014-1:104,46,0.999507
1:1:2014-1:104,47,0.999151
1:1:2014-1:104,48,1.00066
1:1:2014-1:104,49,1.00205
1:1:2014-1:104,50,1.00344
1:1:2014-1:104,51,1.00257
1:1:2014-1:104,52,1.00221
1:1:2014-1:104,53,1.00181
1:1:2014-1:104,54,1.00517
1:1:2014-1:104,55,1.00417
1:1:2014-1:104,56,1.00327
1:1:2014-1:104,57,1.00283
1:1:2014-1:104,58,1.00317
1:1:2014-1:104,59,1.00310
1:1:2014-1:104,60,1.00258
1:1:2014-1:104,61,1.00233
1:1:2014-1:104,62,1.00161
1:1:2014-1:104,63,1.00090
1:1:2014-1:104,64,1.00241
1:1:2014-1:104,65,1.00198
1:1:2014-1:104,66,1.00165
1:1:2014-1:104,67,1.00095
1:1:2014-1:104,68,1.00153
1:1:2014-1:104,69,1.00084
1:1:2014-1:104,70,1.00047
1:1:2014-1:104,71,1.00090
1:1:2014-1:104,72,1.00019
1:1:2014-1:104,73,0.999607
1:1:2014-1:104,74,0.998913
1:1:2014-1:104,75,0.998240
1:1:2014-1:104,76,0.997733
1:1:2014-1:104,77,0.997375
1:1:2014-1:104,78,0.996748
1:1:2014-1:104,79,0.996415
1:1:2014-1:104,80,0.995816
1:1:2014-1:104,81,0.996944
1:1:2014-1:104,82,0.997759
1:1:2014-1:104,83,0.998513
1:1:2014-1:104,84,0.999342
1:1:2014-1:104,85,0.998759
1:1:2014-1:104,86,0.998466
1:1:2014-1:104,87,1.00004
1:1:2014-1:104,88,0.999687
1:1:2014-1:104,89,0.999600
1:1:2014-1:104,90,0.998999
1:1:2014-1:104,91,0.998674
1:1:2014-1:104,92,0.998685
1:1:2014-1:104,93,0.998512
1:1:2014-1:104,94,0.998046
1:1:2014-1:104,95,0.998680
1:1:2014-1:104,96,0.998350
1:1:2014-1:104,97,0.998183
1:1:2014-1:104,98,0.998341
1:1:2014-1:104,99,0.998102
1:1:2014-1:104,100,1.00000
1:1:2014-1:106,1,1.16000
1:1:2014-1:106,2,1.10630
1:1:2014-1:106,3,1.02376
1:1:2014-1:106,4,1.00683
1:1:2014-1:106,5,0.942909
1:1:2014-1:106,6,0.941546
1:1:2014-1:106,7,0.922468
1:1:2014-1:106,8,0.935983
1:1:2014-1:106,9,0.964791
1:1:2014-1:106,10,0.952336
1:1:2014-1:106,11,0.927772
1:1:2014-1:106,12,0.941298
1:1:2014-1:106,13,0.941069
1:1:2014-1:106,14,0.954272
1:1:2014-1:106,15,0.945603
1:1:2014-1:106,16,0.936687
1:1:2014-1:106,17,0.931463
1:1:2014-1:106,18,0.951408
1:1:2014-1:106,19,0.945046
1:1:2014-1:106,20,0.947557
1:1:2014-1:106,21,0.960837
1:1:2014-1:106,22,0.960718
1:1:2014-1:106,23,0.950332
1:1:2014-1:106,24,0.952658
1:1:2014-1:106,25,0.952914
1:1:2014-1:106,26,0.962121
1:1:2014-1:106,27,0.961064
1:1:2014-1:106,28,0.957107
1:1:2014-1:106,29,0.959755
1:1:2014-1:106,30,0.964751
1:1:2014-1:106,31,0.964792
1:1:2014-1:106,32,0.969641
1:1:2014-1:106,33,0.962252
1:1:2014-1:106,34,0.960653
1:1:2014-1:106,35,0.973111
1:1:2014-1:106,36,0.972500
1:1:2014-1:106,37,0.974551
1:1:2014-1:106,38,0.974443
1:1:2014-1:106,39,0.981014
1:1:2014-1:106,40,0.985720
1:1:2014-1:106,41,0.988269
1:1:2014-1:106,42,0.983882
1:1:2014-1:106,43,0.979154
1:1:2014-1:106,44,0.975243
1:1:2014-1:106,45,0.978088
1:1:2014-1:106,46,0.975651
1:1:2014-1:106,47,0.974007
1:1:2014-1:106,48,0.974441
1:1:2014-1:106,49,0.970124
1:1:2014-1:106,50,0.971511
1:1:2014-1:106,51,0.973610
1:1:2014-1:106,52,0.975203
1:1:2014-1:106,53,0.977365
1:1:2014-1:106,54,0.985726
1:1:2014-1:106,55,0.981211
1:1:2014-1:106,56,0.981784
1:1:2014-1:106,57,0.983732
1:1:2014-1:106,58,0.990413
1:1:2014-1:106,59,0.995024
1:1:2014-1:106,60,0.992762
1:1:2014-1:106,61,0.991835
1:1:2014-1:106,62,0.992953
1:1:2014-1:106,63,0.992188
1:1:2014-1:106,64,0.996301
1:1:2014-1:106,65,0.997816
1:1:2014-1:106,66,0.993551
1:1:2014-1:106,67,0.992641
1:1:2014-1:106,68,0.992173
1:1:2014-1:106,69,0.993859
1:1:2014-1:106,70,0.996548
1:1:2014-1:106,71,1.00136
1:1:2014-1:106,72,1.00089
1:1:2014-1:106,73,1.00444
1:1:2014-1:106,74,1.00715
1:1:2014-1:106,75,1.00926
1:1:2014-1:106,76,1.00716
1:1:2014-1:106,77,1.01166
1:1:2014-1:106,78,1.01372
1:1:2014-1:106,79,1.01167
1:1:2014-1:106,80,1.00866
1:1:2014-1:106,81,1.00597
1:1:2014-1:106,82,1.00301
1:1:2014-1:106,83,0.999639
1:1:2014-1:106,84,1.00127
1:1:2014-1:106,85,1.00144
1:1:2014-1:106,86,1.00069
1:1:2014-1:106,87,1.00278
1:1:2014-1:106,88,1.00183
1:1:2014-1:106,89,1.00273
1:1:2014-1:106,90,1.00304
1:1:2014-1:106,91,0.999579
1:1:2014-1:106,92,1.00168
1:1:2014-1:106,93,1.00174
1:1:2014-1:106,94,1.00229
1:1:2014-1:106,95,1.00093
1:1:2014-1:106,96,1.00177
1:1:2014-1:106,97,0.998641
1:1:2014-1:106,98,0.999669
1:1:2014-1:106,99,1.00307
1:1:2014-1:106,100,1.00000
1:1:2014-1:107,1,1.29707
1:1:2014-1:107,2,1.22206
1:1:2014-1:107,3,1.07369
1:1:2014-1:107,4,1.03284
1:1:2014-1:107,5,0.984732
1:1:2014-1:107,6,0.946783
1:1:2014-1:107,7,0.920847
1:1:2014-1:107,8,0.952381
1:1:2014-1:107,9,0.951808
1:1:2014-1:107,10,0.939206
1:1:2014-1:107,11,0.934707
1:1:2014-1:107,12,0.919997
1:1:2014-1:107,13,0.904114
1:1:2014-1:107,14,0.896912
1:1:2014-1:107,15,0.893972
1:1:2014-1:107,16,0.901408
1:1:2014-1:107,17,0.917280
1:1:2014-1:107,18,0.946466
1:1:2014-1:107,19,0.936265
1:1:2014-1:107,20,0.930988
1:1:2014-1:107,21,0.948827
1:1:2014-1:107,22,0.954206
1:1:2014-1:107,23,0.953516
1:1:2014-1:107,24,0.948644
1:1:2014-1:107,25,0.942230
1:1:2014-1:107,26,0.959815
1:1:2014-1:107,27,0.961960
1:1:2014-1:107,28,0.963298
1:1:2014-1:107,29,0.958744
1:1:2014-1:107,30,0.960903
1:1:2014-1:107,31,0.956812
1:1:2014-1:107,32,0.968639
1:1:2014-1:107,33,0.960851
1:1:2014-1:107,34,0.964280
1:1:2014-1:107,35,0.957474
1:1:2014-1:107,36,0.952034
1:1:2014-1:107,37,0.952570
1:1:2014-1:107,38,0.949465
1:1:2014-1:107,39,0.959225
1:1:2014-1:107,40,0.955868
1:1:2014-1:107,41,0.962721
1:1:2014-1:107,42,0.957933
1:1:2014-1:107,43,0.960030
1:1:2014-1:107,44,0.955945
1:1:2014-1:107,45,0.950631
1:1:2014-1:107,46,0.947301
1:1:2014-1:107,47,0.949073
1:1:2014-1:107,48,0.953385
1:1:2014-1:107,49,0.961394
1:1:2014-1:107,50,0.957399
1:1:2014-1:107,51,0.958159
1:1:2014-1:107,52,0.953640
1:1:2014-1:107,53,0.951124
1:1:2014-1:107,54,0.957684
1:1:2014-1:107,55,0.953956
1:1:2014-1:107,56,0.964433
1:1:2014-1:107,57,0.964985
1:1:2014-1:107,58,0.972388
1:1:2014-1:107,59,0.971946
1:1:2014-1:107,60,0.969975
1:1:2014-1:107,61,0.965825
1:1:2014-1:107,62,0.964041
1:1:2014-1:107,63,0.965048
1:1:2014-1:107,64,0.968553
1:1:2014-1:107,65,0.972856
1:1:2014-1:107,66,0.977199
1:1:2014-1:107,67,0.974742
1:1:2014-1:107,68,0.977510
1:1:2014-1:107,69,0.973866
1:1:2014-1:107,70,0.975750
1:1:2014-1:107,71,0.975733
1:1:2014-1:107,72,0.988933
1:1:2014-1:107,73,0.985839
1:1:2014-1:107,74,0.982747
1:1:2014-1:107,75,0.985608
1:1:2014-1:107,76,0.987371
1:1:2014-1:107,77,0.988231
1:1:2014-1:107,78,0.992119
1:1:2014-1:107,79,0.997040
1:1:2014-1:107,80,0.994494
1:1:2014-1:107,81,0.997182
1:1:2014-1:107,82,0.994647
1:1:2014-1:107,83,0.992678
1:1:2014-1:107,84,0.992589
1:1:2014-1:107,85,0.989871
1:1:2014-1:107,86,0.987891
1:1:2014-1:107,87,0.991613
1:1:2014-1:107,88,0.992355
1:1:2014-1:107,89,1.00079
1:1:2014-1:107,90,1.00042
1:1:2014-1:107,91,0.997894
1:1:2014-1:107,92,0.994810
1:1:2014-1:107,93,0.992621
1:1:2014-1:107,94,0.994723
1:1:2014-1:107,95,0.994905
1:1:2014-1:107,96,0.998602
1:1:2014-1:107,97,0.995793
1:1:2014-1:107,98,1.00148
1:1:2014-1:107,99,0.999856
1:1:2014-1:107,100,1.00000
1:1:2014-1:115,1,1.07203
1:1:2014-1:115,2,0.946634
1:1:2014-1:115,3,1.00286
1:1:2014-1:115,4,0.992314
1:1:2014-1:115,5,1.02631
1:1:2014-1:115,6,1.01145
1:1:2014-1:115,7,0.997712
1:1:2014-1:115,8,0.962840
1:1:2014-1:115,9,0.969749
1:1:2014-1:115,10,0.980046
1:1:2014-1:115,11,0.964289
1:1:2014-1:115,12,0.963052
1:1:2014-1:115,13,0.989895
1:1:2014-1:115,14,0.986801
1:1:2014-1:115,15,0.972985
1:1:2014-1:115,16,0.973483
1:1:2014-1:115,17,0.989900
1:1:2014-1:115,18,0.994602
1:1:2014-1:115,19,1.00049
1:1:2014-1:115,20,0.992734
1:1:2014-1:115,21,1.01149
1:1:2014-1:115,22,1.00860
1:1:2014-1:115,23,0.998859
1:1:2014-1:115,24,0.986276
1:1:2014-1:115,25,0.979055
1:1:2014-1:115,26,0.977596
1:1:2014-1:115,27,0.971612
1:1:2014-1:115,28,0.962781
1:1:2014-1:115,29,0.961406
1:1:2014-1:115,30,0.976092
1:1:2014-1:115,31,0.965489
1:1:2014-1:115,32,0.990493
1:1:2014-1:115,33,0.993515
1:1:2014-1:115,34,0.994712
1:1:2014-1:115,35,0.989153
1:1:2014-1:115,36,0.990627
1:1:2014-1:115,37,0.990244
1:1:2014-1:115,38,0.990492
1:1:2014-1:115,39,0.999590
1:1:2014-1:115,40,1.01113
1:1:2014-1:115,41,1.00268
1:1:2014-1:115,42,0.998476
1:1:2014-1:115,43,0.991819
1:1:2014-1:115,44,0.995583
1:1:2014-1:115,45,1.00698
1:1:2014-1:115,46,0.997941
1:1:2014-1:115,47,1.00046
1:1:2014-1:115,48,0.993219
1:1:2014-1:115,49,0.990084
1:1:2014-1:115,50,0.988420
1:1:2014-1:115,51,0.989874
1:1:2014-1:115,52,0.995685
1:1:2014-1:115,53,1.00066
1:1:2014-1:115,54,1.00022
1:1:2014-1:115,55,1.00734
1:1:2014-1:115,56,1.01044
1:1:2014-1:115,57,1.01212
1:1:2014-1:115,58,1.00732
1:1:2014-1:115,59,1.00192
1:1:2014-1:115,60,1.00417
1:1:2014-1:115,61,1.00456
1:1:2014-1:115,62,1.00154
1:1:2014-1:115,63,1.00471
1:1:2014-1:115,64,1.00345
1:1:2014-1:115,65,1.00402
1:1:2014-1:115,66,1.00418
1:1:2014-1:115,67,0.999807
1:1:2014-1:115,68,1.00586
1:1:2014-1:115,69,1.00363
1:1:2014-1:115,70,0.999446
1:1:2014-1:115,71,0.996188
1:1:2014-1:115,72,0.995641
1:1:2014-1:115,73,0.990650
1:1:2014-1:115,74,0.988893
1:1:2014-1:115,75,0.991834
1:1:2014-1:115,76,0.999457
1:1:2014-1:115,77,0.998926
1:1:2014-1:115,78,1.00277
1:1:2014-1:115,79,0.998940
1:1:2014-1:115,80,1.00268
1:1:2014-1:115,81,1.00484
1:1:2014-1:115,82,1.00127
1:1:2014-1:115,83,0.998273
1:1:2014-1:115,84,0.998913
1:1:2014-1:115,85,1.00235
1:1:2014-1:115,86,1.00780
1:1:2014-1:115,87,1.01021
1:1:2014-1:115,88,1.01189
1:1:2014-1:115,89,1.01011
1:1:2014-1:115,90,1.00638
1:1:2014-1:115,91,1.00353
1:1:2014-1:115,92,1.00463
1:1:2014-1:115,93,1.00502
1:1:2014-1:115,94,1.00580
1:1:2014-1:115,95,1.00316
1:1:2014-1:115,96,1.00022
1:1:2014-1:115,97,0.998791
1:1:2014-1:115,98,0.997896
1:1:2014-1:115,99,1.00266
1:1:2014-1:115,100,1.00000
1:1:2014-1:116,1,0.900982
1:1:2014-1:116,2,0.987976
1:1:2014-1:116,3,0.954757
1:1:2014-1:116,4,1.02414
1:1:2014-1:116,5,1.03353
1:1:2014-1:116,6,1.04322
1:1:2014-1:116,7,1.06497
1:1:2014-1:116,8,1.05081
1:1:2014-1:116,9,1.04538
1:1:2014-1:116,10,1.02820
1:1:2014-1:116,11,1.02951
1:1:2014-1:116,12,1.03400
1:1:2014-1:116,13,1.02433
1:1:2014-1:116,14,1.01848
1:1:2014-1:116,15,1.01272
1:1:2014-1:116,16,1.01602
1:1:2014-1:116,17,1.02022
1:1:2014-1:116,18,1.01167
1:1:2014-1:116,19,1.01853
1:1:2014-1:116,20,1.01653
1:1:2014-1:116,21,1.01771
1:1:2014-1:116,22,1.01138
1:1:2014-1:116,23,1.01073
1:1:2014-1:116,24,1.01752
1:1:2014-1:116,25,1.01246
1:1:2014-1:116,26,1.00861
1:1:2014-1:116,27,1.01456
1:1:2014-1:116,28,1.02067
1:1:2014-1:116,29,1.02287
1:1:2014-1:116,30,1.02537
1:1:2014-1:116,31,1.02726
1:1:2014-1:116,32,1.02937
1:1:2014-1:116,33,1.03172
1:1:2014-1:116,34,1.02673
1:1:2014-1:116,35,1.02934
1:1:2014-1:116,36,1.02708
1:1:2014-1:116,37,1.02659
1:1:2014-1:116,38,1.02295
1:1:2014-1:116,39,1.02162
1:1:2014-1:116,40,1.01806
1:1:2014-1:116,41,1.02052
1:1:2014-1:116,42,1.02054
1:1:2014-1:116,43,1.01875
1:1:2014-1:116,44,1.01556
1:1:2014-1:116,45,1.01225
1:1:2014-1:116,46,1.01076
1:1:2014-1:116,47,1.01248
1:1:2014-1:116,48,1.00930
1:1:2014-1:116,49,1.00772
1:1:2014-1:116,50,1.00989
1:1:2014-1:116,51,1.01007
1:1:2014-1:116,52,1.01196
1:1:2014-1:116,53,1.01276
1:1:2014-1:116,54,1.01425
1:1:2014-1:116,55,1.01169
1:1:2014-1:116,56,1.01348
1:1:2014-1:116,57,1.01438
1:1:2014-1:116,58,1.01232
1:1:2014-1:116,59,1.01265
1:1:2014-1:116,60,1.01041
1:1:2014-1:116,61,1.01265
1:1:2014-1:116,62,1.01075
1:1:2014-1:116,63,1.01245
1:1:2014-1:116,64,1.01031
1:1:2014-1:116,65,1.00866
1:1:2014-1:116,66,1.00982
1:1:2014-1:116,67,1.00859
1:1:2014-1:116,68,1.00913
1:1:2014-1:116,69,1.00789
1:1:2014-1:116,70,1.00597
1:1:2014-1:116,71,1.00671
1:1:2014-1:116,72,1.00842
1:1:2014-1:116,73,1.00705
1:1:2014-1:116,74,1.00803
1:1:2014-1:116,75,1.00714
1:1:2014-1:116,76,1.00665
1:1:2014-1:116,77,1.00563
1:1:2014-1:116,78,1.00650
1:1:2014-1:116,79,1.00748
1:1:2014-1:116,80,1.00560
1:1:2014-1:116,81,1.00388
1:1:2014-1:116,82,1.00395
1:1:2014-1:116,83,1.00497
1:1:2014-1:116,84,1.00405
1:1:2014-1:116,85,1.00394
1:1:2014-1:116,86,1.00234
1:1:2014-1:116,87,1.00239
1:1:2014-1:116,88,1.00109
1:1:2014-1:116,89,1.00192
1:1:2014-1:116,90,1.00339
1:1:2014-1:116,91,1.00441
1:1:2014-1:116,92,1.00356
1:1:2014-1:116,93,1.00221
1:1:2014-1:116,94,1.00085
1:1:2014-1:116,95,1.00003
1:1:2014-1:116,96,0.998725
1:1:2014-1:116,97,0.999945
1:1:2014-1:116,98,0.999549
1:1:2014-1:116,99,1.00045
1:1:2014-1:116,100,1.00000
1:1:2014-1:118,1,0.775784
1:1:2014-1:118,2,0.850388
1:1:2014-1:118,3,0.963921
1:1:2014-1:118,4,0.945801
1:1:2014-1:118,5,0.960320
1:1:2014-1:118,6,0.933092
1:1:2014-1:118,7,0.908795
1:1:2014-1:118,8,0.919904
1:1:2014-1:118,9,0.918517
1:1:2014-1:118,10,0.903470
1:1:2014-1:118,11,0.903816
1:1:2014-1:118,12,0.891204
1:1:2014-1:118,13,0.884729
